subject_id,baseline,endline,TOL_move_count1_bl,TOL_RT1_bl,TOL_move_count2_bl,TOL_RT2_bl,TOL_move_count3_bl,TOL_RT3_bl,TOL_move_count4_bl,TOL_RT4_bl,TOL_minimum_moves1_bl,TOL_minimum_moves2_bl,TOL_minimum_moves3_bl,TOL_minimum_moves4_bl,TOL_total_bl,land_ownership_bl,water_treatment_bl,water_treatment_frequency_bl,chlorinelastmonth_bl,treatment_actual,children_rec,education_rec,village_id,treatment,treatment0,treatment1,treatment2,treatment3,employed,married,age,BADS_RT1_end,BADS_RT2_end,BADS_RT3_end,BADS_RT4_end,BADS_RT5_end,BADS_RT6_end,BADS_RT7_end,BADS_RT8_end,BADS_RT9_end,BADS_response1_end,BADS_response2_end,BADS_response3_end,BADS_response4_end,BADS_response5_end,BADS_response6_end,BADS_response7_end,BADS_response8_end,BADS_response9_end,water_treatment_end,water_treatment_frequency_end,chlorinelastmonth_end,TOL_move_count1_end,TOL_RT1_end,TOL_move_count2_end,TOL_RT2_end,TOL_move_count3_end,TOL_RT3_end,TOL_move_count4_end,TOL_RT4_end,TOL_pass1_end,TOL_pass2_end,TOL_pass3_end,TOL_pass4_end,TOL_pass_total_end,TOL_total_end,BADS_AC_SS_end,BADS_AV_SS_end,BADS_scale_end,water_treatment_binary_end,work_hrs_daily_end,work_days_perwk_end,earnings_1wk_total_end,chlorine_treatment_end,tcr_end
151508,0,0,,,,,,,,,,,,,,,,,,,1,Primary,71,2,0,0,1,0,0,1,29,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
151515,0,0,,,,,,,,,,,,,,,,,,,3,Primary,54,1,0,1,0,0,1,1,34,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
151516,0,0,,,,,,,,,,,,,,,,,,,6,Primary,6,0,1,0,0,0,0,1,31,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
151517,0,0,,,,,,,,,,,,,,,,,,,1,Primary,18,2,0,0,1,0,1,1,27,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
151520,0,0,,,,,,,,,,,,,,,,,,,1,Primary,18,3,0,0,0,1,0,1,25,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
151523,1,1,1,4.8119998,10,48.765999,2,14.047,9,113.594,1,2,2,4,22,Yes,Chlorine,Occasionally,Yes,3,2,Secondary,6,0,1,0,0,0,0,1,22,258.43701,97.671997,62.547001,50.563,49.452999,39.797001,15,32.405998,8.5469999,2,3,1,5,2,7,7,1,7,Chlorine,Always,Yes,1,8.7349997,2,13.219,2,12.578,10,45.5,1,1,1,0,3,15,13,11,24,1,3,4,0,No,0
151525,0,0,,,,,,,,,,,,,,,,,,,3,College,63,2,0,0,1,0,1,1,29,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
151526,0,0,,,,,,,,,,,,,,,,,,,1,College,58,2,0,0,1,0,0,1,31,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
151529,0,0,,,,,,,,,,,,,,,,,,,2,Secondary,65,3,0,0,0,1,1,1,27,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
151536,0,0,,,,,,,,,,,,,,,,,,,1,None,79,3,0,0,0,1,1,1,18,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
151537,0,0,,,,,,,,,,,,,,,,,,,2,Secondary,47,2,0,0,1,0,1,1,35,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
151542,0,0,,,,,,,,,,,,,,,,,,,0,Unwilling to Say,62,2,0,0,1,0,1,1,27,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
151543,0,0,,,,,,,,,,,,,,,,,,,3,University,50,0,1,0,0,0,1,1,23,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
151605,0,1,,,,,,,,,,,,,,,,,,,4,Primary,31,0,1,0,0,0,1,1,30,359.10901,39.905998,20.172001,15.297,22.358999,20.860001,101.5,22.639999,61.827999,3,3,1,5,7,5,5,5,5,Chlorine,Always,Yes,1,21.282,10,154.453,10,212.235,10,173.75,1,0,0,0,1,31,16,10,26,1,8,6,500,No,0
151606,1,1,1,14.797,2,10.594,2,16.906,7,79.219002,1,2,2,4,12,No,Chlorine,Most of the time,Yes,1,1,Primary,31,1,0,1,0,0,0,0,20,278.29599,33.140999,55.359001,48.547001,32.952999,39.219002,45.125,27.641001,27.625,4,3,3,3,4,1,3,1,4,Chlorine,Always,Yes,1,9.5159998,5,35.202999,2,17.983999,10,85.719002,1,1,1,0,3,18,12,19,31,1,4,5,805,No,0
151607,0,0,,,,,,,,,,,,,,,,,,,5,Pre-School,22,2,0,0,1,0,1,1,32,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
151608,0,1,,,,,,,,,,,,,,,,,,,2,Primary,22,2,0,0,1,0,0,1,20,81.938004,23.875,20.969,24.797001,15.187,15.672,25.577999,30.577999,22.610001,3,7,7,5,7,5,7,5,7,Chlorine,Most of the time,Yes,2,47.515999,10,135.09399,2,32.405998,4,160.015,1,0,1,1,3,18,28,8,36,1,5,5,200,No,0
151609,1,1,5,78.484001,10,267.15601,3,77.061996,4,130.71899,1,2,2,4,22,Yes,Do not treat,Never,No,2,7,Primary,27,2,0,0,1,0,0,1,33,207.11,41.452999,25.547001,37.764999,37.25,57.485001,23.672001,42.796001,19.266001,2,5,3,7,7,4,2,7,5,Chlorine,Occasionally,No,2,24.187,8,88.421997,2,45.110001,10,129.047,1,1,1,0,3,22,22,13,35,1,5,6,700,No,0
151610,1,0,6,40.610001,10,109.188,8,44.390999,10,104.547,1,2,2,4,34,Yes,Chlorine,Occasionally,Yes,1,5,Primary,27,1,0,1,0,0,0,1,30,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
151611,0,1,,,,,,,,,,,,,,,,,,,3,Primary,33,0,1,0,0,0,1,1,29,39.5,8.9689999,12.109,12.266,5.0780001,8.7189999,15.359,13.641,10.812,3,4,5,3,5,6,3,6,2,Chlorine,Most of the time,Yes,1,62.063,2,56.907001,8,275.81201,5,116.125,1,1,1,1,4,16,14,10,24,1,0,0,0,Yes,0
151612,1,1,1,7.7810001,4,68.203003,2,63.640999,9,229,1,2,2,4,16,Yes,Water filter,Occasionally,Yes,2,6,Secondary,33,2,0,0,1,0,1,1,33,329.90601,42.532001,41.639999,48.969002,38.155998,21.625,38.125,22.172001,17.766001,7,7,7,7,7,7,6,7,7,Chlorine,Always,Yes,1,15.047,2,21.452999,2,15.985,5,89.264999,1,1,1,1,4,10,30,1,31,1,0,0,0,No,0
151613,0,0,,,,,,,,,,,,,,,,,,,3,Primary,33,0,1,0,0,0,1,1,28,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
151614,0,0,,,,,,,,,,,,,,,,,,,2,Primary,33,0,1,0,0,0,0,0,25,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
151615,0,1,,,,,,,,,,,,,,,,,,,3,Primary,33,1,0,1,0,0,1,1,28,26.063,13.422,6.5619998,6.6880002,11.422,13.078,9.8900003,12.953,8.0159998,1,3,5,7,1,1,7,1,5,Boil,Always,Yes,2,14.031,10,297.89099,4,37.234001,10,194.45399,1,0,1,0,2,26,16,18,34,1,10,5,2000,No,0
151616,1,0,3,41.703999,10,45.905998,6,30.906,10,70.280998,1,2,2,4,29,No,Chlorine,Always,Yes,2,1,Primary,33,2,0,0,1,0,0,0,18,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
151617,0,1,,,,,,,,,,,,,,,,,,,3,Primary,33,1,0,1,0,0,0,1,24,442.25,101.297,76.546997,35.952999,39.639999,23.202999,79.985001,62.562,34.672001,7,7,3,3,1,5,3,5,2,Chlorine,Most of the time,Yes,6,34.547001,10,33.640999,7,48.25,10,44.405998,0,0,1,0,1,33,11,8,19,1,0,0,0,Yes,1
151618,0,1,,,,,,,,,,,,,,,,,,,1,Secondary,31,3,0,0,0,1,1,1,25,90.561996,4.7659998,22.766001,41.952999,34.25,14.343,12.813,23.172001,8.5780001,6,5,6,6,6,6,6,2,6,Chlorine,Always,Yes,2,75.938004,2,13.797,6,126.968,7,61.264999,1,1,1,1,4,17,24,8,32,1,4,5,500,No,0
151619,1,1,1,20.202999,4,46.764999,2,11.156,10,125.641,1,2,2,4,17,No,Chlorine,Occasionally,Yes,3,1,Primary,31,3,0,0,0,1,1,0,23,318.89099,47.655998,49.109001,40.875,34.015999,48.734001,32.625,32.469002,36.687,7,7,7,7,7,7,7,1,7,Chlorine,Most of the time,Yes,1,20.75,6,58.109001,2,8.2189999,5,78.078003,1,1,1,1,4,14,30,6,36,1,0,0,0,No,0
151620,0,0,,,,,,,,,,,,,,,,,,,1,Secondary,31,3,0,0,0,1,1,1,28,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
151621,1,1,2,11.922,2,38.734001,2,38.312,10,246.562,1,2,2,4,16,Yes,Water filter,Occasionally,No,3,4,Secondary,31,3,0,0,0,1,1,1,29,299.625,39.437,54.875,27.985001,25.156,30.202999,22.827999,22.016001,31.389999,7,1,5,3,1,1,1,3,1,Chlorine,Most of the time,Yes,1,20.343,2,14,2,15.453,6,50.515999,1,1,1,1,4,11,6,16,22,1,13,12,640,Yes,1
151623,1,1,1,35.202999,7,85.704002,2,23.141001,10,131.46899,1,2,2,4,20,Yes,Chlorine,Occasionally,Yes,2,2,College,24,2,0,0,1,0,0,1,27,286.10901,49.094002,45.219002,42.312,34.734001,43.875,38.172001,35.563,26.375,3,3,4,4,4,1,3,7,7,Chlorine,Always,Yes,1,10.953,4,25.625,2,19.031,9,61.609001,1,1,1,1,4,16,17,14,31,1,0,0,0,No,0
151624,1,1,1,66.921997,10,132.35899,2,14.438,10,329.09299,1,2,2,4,23,Yes,Chlorine,Occasionally,Yes,1,6,Primary,24,1,0,1,0,0,0,1,33,339.81201,21.577999,56.905998,48.032001,32.125,39.359001,39.327999,33.797001,39.765999,3,7,7,7,3,7,7,5,1,Chlorine,Most of the time,Yes,1,10.594,10,80.218002,6,169.23399,10,265.5,1,0,1,0,2,27,20,6,26,1,3,5,0,Yes,1
151625,0,1,,,,,,,,,,,,,,,,,,,1,Primary,24,1,0,1,0,0,0,1,19,241.15601,25.375,17.516001,60.452999,15.375,15.203,21.625,33.155998,17.829,1,3,1,1,1,7,7,5,1,Chlorine,Most of the time,Yes,6,56.047001,2,13.109,10,163.5,10,33.734001,0,1,0,0,1,28,2,8,10,1,0,0,0,No,1
151627,0,0,,,,,,,,,,,,,,,,,,,6,Pre-School,22,1,0,1,0,0,0,1,30,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
151628,0,0,,,,,,,,,,,,,,,,,,,4,Pre-School,22,0,1,0,0,0,0,1,27,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
151629,0,0,,,,,,,,,,,,,,,,,,,2,Primary,22,0,1,0,0,0,1,1,24,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
151630,0,1,,,,,,,,,,,,,,,,,,,0,Secondary,26,3,0,0,0,1,1,1,21,246.625,37.938,57.562,45.407001,41.296001,38.875,32.75,41.485001,30.5,7,3,3,3,3,1,5,3,7,Chlorine,Always,Yes,1,33.297001,4,37.157001,9,92.703003,7,151.375,1,1,1,1,4,21,14,12,26,1,0,0,0,Yes,0
151631,1,1,5,62.452999,10,331.46799,6,54.139999,9,111.563,1,2,2,4,30,Yes,Do not treat,Never,No,3,4,Primary,26,3,0,0,0,1,1,1,23,170.297,41.687,76.905998,38.297001,19.922001,28.063,57.405998,13.25,14.609,7,7,5,7,3,1,3,7,3,Stand and settle,Always,No,6,405.67099,8,200.672,10,134.437,10,362.48499,0,1,0,0,1,34,20,10,30,1,0,0,0,Yes,1
151632,1,1,3,74.406998,10,99.063004,7,92.155998,10,138.86,1,2,2,4,30,No,Water filter,Always,Yes,3,1,Primary,24,3,0,0,0,1,0,0,22,316.547,35.687,56.125,48.594002,29.922001,40.655998,46.577999,27.875,39.594002,2,3,5,5,6,2,7,5,6,Chlorine,Most of the time,Yes,2,25.063,10,89.468002,3,16.063,5,49.327999,1,0,1,1,3,20,20,12,32,1,0,0,0,Yes,0
151634,0,0,,,,,,,,,,,,,,,,,,,3,Primary,13,2,0,0,1,0,0,1,24,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
151635,0,0,,,,,,,,,,,,,,,,,,,5,College,5,2,0,0,1,0,1,1,23,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
151636,1,0,1,2.9059999,10,234.46899,6,316.65601,10,131.21899,1,2,2,4,27,No,Chlorine,Always,Yes,1,0,Primary,1,1,0,1,0,0,0,1,27,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
151637,1,1,3,121.328,10,125.062,10,88.280998,10,47.360001,1,2,2,4,33,Yes,Chlorine,Most of the time,Yes,2,0,Secondary,1,2,0,0,1,0,0,1,26,419.68799,27.594,32.921001,24.860001,20.219,29.139999,12.906,24.469,13.25,1,1,3,3,7,3,5,3,7,Boil,Most of the time,Yes,6,159.968,10,164.89101,7,51.407001,10,129.26601,0,0,1,0,1,33,16,16,32,1,5,6,1000,No,0
151638,1,1,1,9.3439999,5,96.235001,4,30.921,10,115.172,1,2,2,4,20,Yes,Water filter,Always,No,1,3,Primary,36,1,0,1,0,0,0,1,23,173.25,71.609001,28.656,22.5,20.938,10.14,19.047001,12.766,14.828,3,7,5,7,3,3,7,3,7,Strain through cloth,Always,No,2,14.329,5,40.047001,2,18.531,7,74.125,1,1,1,1,4,16,24,12,36,1,0,0,0,Yes,1
151640,0,0,,,,,,,,,,,,,,,,,,,3,Primary,35,2,0,0,1,0,1,1,27,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
151641,0,0,,,,,,,,,,,,,,,,,,,4,Primary,35,0,1,0,0,0,0,1,31,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
151642,0,0,,,,,,,,,,,,,,,,,,,1,Secondary,35,1,0,1,0,0,0,1,19,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
151643,0,0,,,,,,,,,,,,,,,,,,,4,Primary,35,2,0,0,1,0,1,1,30,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
151644,0,0,,,,,,,,,,,,,,,,,,,4,Primary,35,3,0,0,0,1,1,1,34,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
151645,1,1,,,,,,,,,,,,,,Yes,Do not treat,Most of the time,Yes,2,0,Secondary,36,2,0,0,1,0,0,1,19,173.813,25,47.889999,23.422001,22.047001,19.344,9.7969999,11.797,13.234,7,7,7,5,3,3,3,5,3,Chlorine,Always,Yes,1,5.8439999,3,25.577999,2,20.047001,9,110.672,1,1,1,1,4,15,20,10,30,1,0,0,0,No,0
151646,1,1,,23.344,,10.656,2,9.6870003,20,211.26601,1,2,2,4,22,Yes,Stand and settle,Never,No,1,0,Secondary,36,1,0,1,0,0,1,1,23,274.06201,38.438,56.125,45.780998,32.687,40.235001,35.139999,33.219002,40.422001,3,1,7,3,3,7,1,7,7,Chlorine,Always,Yes,6,35.155998,10,38.672001,6,18,10,93,0,0,1,0,1,32,16,10,26,1,0,0,0,Yes,0
151649,0,1,,,,,,,,,,,,,,,,,,,2,Secondary,36,0,1,0,0,0,0,1,24,279.06299,86.453003,71.921997,29.014999,45.485001,32.030998,27.016001,15.375,18.639999,3,5,5,5,5,3,5,7,5,Chlorine,Always,Yes,1,37.782001,3,48.889999,3,71.938004,7,99.594002,1,1,1,1,4,14,20,10,30,1,4,6,400,No,0
151650,1,1,2,26.844,10,44.609001,2,14.89,7,123.453,1,2,2,4,21,Yes,Chlorine,Most of the time,Yes,2,3,Secondary,36,2,0,0,1,0,0,1,29,335.42099,37.297001,53.844002,43.952999,35.515999,40.562,23.657,46.030998,38.389999,4,5,5,7,7,1,1,7,7,Chlorine,Always,Yes,1,11.297,4,29.563,2,10.813,10,160.26601,1,1,1,0,3,17,26,15,41,1,12,6,900,Yes,1
151651,0,1,,,,,,,,,,,,,,,,,,,4,Primary,30,0,1,0,0,0,1,1,29,123.875,50.014999,67.625,57.030998,16.032,21.843,37.578999,21.312,22.594,3,5,4,7,3,7,6,6,4,Chlorine,Most of the time,Yes,2,11.328,10,104.703,2,22.656,10,47.015999,1,0,1,0,2,24,18,6,24,1,0,0,0,Yes,0
151652,1,1,1,8.7810001,10,332.18799,6,142.96899,10,90.405998,1,2,2,4,27,Yes,Chlorine,Always,Yes,1,1,Primary,30,1,0,1,0,0,0,1,23,182.21899,3.9219999,5.9060001,18.594,51.640999,68.625,6.3280001,26.687,17.827999,5,5,5,7,7,7,7,7,5,Chlorine,Most of the time,Yes,1,10.297,10,33.452999,2,12.906,10,41.157001,1,0,1,0,2,23,24,2,26,1,6,6,0,No,0
151653,0,0,,,,,,,,,,,,,,,,,,,4,Primary,30,3,0,0,0,1,1,1,30,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
151654,1,0,1,44.922001,7,90.359001,2,30.282,5,151.98399,1,2,2,4,15,,,,,,4,Primary,30,2,0,0,1,0,1,1,28,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
151655,1,1,2,66.343002,10,199.657,2,35.577999,9,150.65601,1,2,2,4,23,Yes,Chlorine,Always,Yes,2,3,Secondary,30,2,0,0,1,0,1,1,32,253.187,48.532001,46.609001,48.515999,26.875,43.921001,40.625,27.547001,32.188,3,3,5,3,7,1,3,7,7,Chlorine,Most of the time,Yes,1,14.047,10,62.25,2,83.954002,8,66.561996,1,0,1,1,3,21,20,14,34,1,0,0,0,Yes,1
151656,0,0,,,,,,,,,,,,,,,,,,,2,Secondary,30,2,0,0,1,0,0,0,24,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
151657,0,1,,,,,,,,,,,,,,,,,,,2,Primary,30,0,1,0,0,0,1,1,23,298.797,37,22.031,29.969,26.547001,29.172001,25.358999,26,25.891001,2,4,5,6,6,4,6,6,6,Chlorine,Always,Yes,3,23.422001,4,16.031,10,33.937,10,136.937,1,1,0,0,2,27,22,10,32,1,9,13,500,No,0
151658,0,0,,,,,,,,,,,,,,,,,,,3,Primary,30,0,1,0,0,0,1,1,26,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
151659,0,1,,,,,,,,,,,,,,,,,,,2,Primary,30,2,0,0,1,0,1,1,27,59.437,7.7189999,8.8129997,27.281,7.875,7.4219999,9.7340002,7.6409998,5.1399999,7,5,3,5,5,5,5,3,5,Chlorine,Most of the time,Yes,3,27.829,5,68.859001,4,67.953003,5,40,1,1,1,1,4,17,18,8,26,1,2,3,0,Yes,1
151660,1,1,3,57.937,10,86.906998,2,40.657001,10,240.14,1,2,2,4,25,Yes,Chlorine,Occasionally,Yes,2,5,Primary,30,2,0,0,1,0,1,1,32,144.29601,121.422,79.110001,44.234001,37.765999,52.797001,45.125,46.014999,56.688,3,7,3,5,7,5,5,3,7,Chlorine,Most of the time,Yes,1,30.139999,2,40.890999,2,47.344002,4,165.437,1,1,1,1,4,9,24,12,36,1,0,0,0,Yes,0
151661,0,0,,,,,,,,,,,,,,,,,,,4,Primary,29,3,0,0,0,1,1,1,30,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
151662,1,0,6,84.390999,10,93.561996,3,40.094002,10,117.485,1,2,2,4,29,Yes,Chlorine,Most of the time,Yes,1,3,Primary,29,1,0,1,0,0,1,1,21,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
151663,1,1,,65.155998,,96.421997,8,377.93701,6,71.656998,1,2,2,4,14,Yes,Chlorine,Always,Yes,1,4,Primary,29,1,0,1,0,0,1,1,35,296.45401,35.671001,57.125,45.532001,34.297001,40.437,40.780998,31.641001,37.327999,1,4,4,5,5,1,1,1,5,Chlorine,Most of the time,Yes,1,11.61,2,24.297001,3,86.375,8,182.34399,1,1,1,1,4,14,18,24,42,1,2,4,400,No,0
151664,0,0,,,,,,,,,,,,,,,,,,,4,Primary,18,2,0,0,1,0,1,1,33,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
151665,0,1,,,,,,,,,,,,,,,,,,,3,Primary,29,0,1,0,0,0,1,1,31,146.422,129,97.735001,26.375,40.5,44.827999,43.844002,50.389999,52.985001,3,7,5,5,5,7,5,5,7,Stand and settle,Always,Yes,1,6.296,7,24.031,3,15.109,10,46.625,1,1,1,0,3,21,24,8,32,1,4,6,1000,Yes,0
151666,1,1,2,80.155998,5,62.077999,2,16.907,4,70.780998,1,2,2,4,13,Yes,Chlorine,Occasionally,Yes,2,4,Primary,29,2,0,0,1,0,1,1,30,170.313,83.984001,11.375,31.516001,23.422001,14.281,12.375,13.75,10.141,3,3,3,3,3,3,3,3,3,Chlorine,Occasionally,No,1,8.6560001,3,23.422001,2,16.781,10,167.76601,1,1,1,0,3,16,10,16,26,1,0,0,0,,
151667,1,1,1,39.5,5,157.73399,3,23.25,7,237.735,1,2,2,4,16,Yes,Chlorine,Occasionally,Yes,1,3,Primary,29,1,0,1,0,0,1,1,31,363.21899,58.937,24.141001,37.217999,49.140999,76.25,27.313,31.358999,21.108999,4,3,5,6,6,6,7,1,4,Chlorine,Most of the time,Yes,1,18.858999,6,150.062,10,168.28101,10,143.063,1,1,0,0,2,27,19,10,29,1,4,3,0,Yes,0
151668,1,1,,101.156,,97.25,2,134.76601,6,118.719,1,2,2,4,8,Yes,Do not treat,Never,No,1,2,Primary,20,1,0,1,0,0,1,1,26,321.53101,52.827999,36.827999,46.938,30.312,37.905998,42.702999,25.032,43.172001,6,1,7,7,5,7,1,5,7,Chlorine,Always,Yes,2,15.219,10,55.297001,2,31.827999,4,29.125,1,0,1,1,3,18,22,9,31,1,0,0,0,No,1
151669,0,0,,,,,,,,,,,,,,,,,,,4,Primary,34,2,0,0,1,0,1,1,29,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
151670,1,1,2,16.891001,10,57.469002,2,14.5,10,64.703003,1,2,2,4,24,No,Water filter,Never,No,3,1,Secondary,34,3,0,0,0,1,1,0,24,202.375,15.625,11.5,10.625,27.421,7.8439999,9.7969999,11.75,10.922,3,1,1,3,5,1,5,5,5,Chlorine,Always,Yes,1,22.327999,3,26.608999,2,10.969,10,56.937,1,1,1,0,3,16,10,14,24,1,5,6,5,No,0
151671,0,0,,,,,,,,,,,,,,,,,,,1,Primary,20,1,0,1,0,0,0,0,20,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
151673,0,0,,,,,,,,,,,,,,,,,,,3,Primary,20,3,0,0,0,1,0,1,28,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
151674,0,1,,,,,,,,,,,,,,,,,,,2,Primary,20,2,0,0,1,0,0,1,22,202.797,88.453003,42.860001,83.828003,51.905998,49.422001,40.922001,42.875,60.687,5,3,5,1,1,2,5,5,5,Chlorine,Always,Yes,1,10.203,10,126.266,10,107.61,6,47.280998,1,0,0,1,2,27,10,11,21,1,0,0,0,No,0
151675,1,1,1,25.219,2,31.891001,2,25.360001,10,90.436996,1,2,2,4,15,No,Do not treat,Never,No,3,2,Secondary,20,3,0,0,0,1,1,1,31,355.64001,34.672001,45.047001,35.812,38.515999,46.859001,35.657001,28.281,31.656,3,3,6,7,5,7,3,5,5,Stand and settle,Always,No,1,46.157001,8,59.032001,2,15.703,10,83.859001,1,1,1,0,3,21,21,10,31,1,0,0,0,No,0
151676,0,0,,,,,,,,,,,,,,,,,,,2,None,34,2,0,0,1,0,1,1,31,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
151678,1,1,1,49.905998,2,113.11,3,167.578,10,99.75,1,2,2,4,16,Yes,Water filter,Never,No,2,6,Primary,25,2,0,0,1,0,0,1,29,178.71899,43.264999,25.5,36.030998,37.969002,62.452999,34.265999,31.108999,18.360001,7,7,5,7,3,1,5,6,5,Chlorine,Most of the time,Yes,3,70.530998,3,23.702999,2,28.577999,10,115.657,1,1,1,0,3,18,22,9,31,1,0,0,0,No,0
151679,0,0,,,,,,,,,,,,,,,,,,,3,Primary,25,2,0,0,1,0,0,1,32,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
151680,1,1,1,26.062,3,181.297,2,75.671997,4,142.89,1,2,2,4,10,Yes,Do not treat,Occasionally,Yes,3,5,Primary,25,3,0,0,0,1,0,1,26,285.39001,51.782001,25.858999,19.562,15.344,34.640999,15.484,18.781,9.625,6,5,5,5,3,5,5,5,5,Stand and settle,Always,No,1,35.469002,5,69.436996,3,72.061996,9,122.094,1,1,1,1,4,18,18,7,25,1,4,6,600,No,0
151681,0,0,,,,,,,,,,,,,,,,,,,5,Primary,25,2,0,0,1,0,0,1,33,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
151682,1,1,1,104.734,10,943.81201,2,19.454,10,103.922,1,2,2,4,23,Yes,Strain through cloth,Occasionally,Yes,3,6,Primary,25,3,0,0,0,1,0,1,31,300.82901,44.014999,9.7659998,29.172001,92.828003,24.906,110.719,148.25,44.030998,3,5,2,6,6,3,1,3,6,Chlorine,Occasionally,No,1,19.077999,10,380.203,10,233.28101,5,8.1409998,1,0,0,1,2,26,20,18,38,1,0,0,0,No,0
151683,0,1,,,,,,,,,,,,,,,,,,,3,Primary,25,1,0,1,0,0,1,1,27,654.78101,157.407,4.6090002,10.469,3.0469999,3.2809999,4.0310001,3.641,4.5780001,5,3,3,3,3,5,5,3,3,Stand and settle,Always,No,1,20.469,10,442.39001,3,26.812,10,289.28101,1,0,1,0,2,24,10,10,20,1,10,7,2500,No,0
151684,1,1,3,40.467999,10,42.092999,3,63.389999,10,72.860001,1,2,2,4,26,Yes,Chlorine,Occasionally,Yes,1,1,Secondary,25,1,0,1,0,0,0,1,24,243.75,27.531,27.938,21.514999,20.485001,37.452999,11.672,20.937,15.188,3,5,3,1,3,5,5,3,3,Chlorine,Always,Yes,1,20.639999,6,58.25,3,54.327999,10,107.875,1,1,1,0,3,20,10,12,22,1,0,0,0,No,0
151685,0,0,,,,,,,,,,,,,,,,,,,1,Primary,25,1,0,1,0,0,0,1,20,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
151686,1,0,6,33.639999,10,55.640999,7,56.296001,5,24.562,1,2,2,4,28,Yes,Boil,Occasionally,No,1,2,Primary,25,1,0,1,0,0,1,1,25,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
151687,0,0,,,,,,,,,,,,,,,,,,,5,Primary,25,3,0,0,0,1,1,0,29,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
