subject_id,baseline,endline,TOL_move_count1_bl,TOL_RT1_bl,TOL_move_count2_bl,TOL_RT2_bl,TOL_move_count3_bl,TOL_RT3_bl,TOL_move_count4_bl,TOL_RT4_bl,TOL_minimum_moves1_bl,TOL_minimum_moves2_bl,TOL_minimum_moves3_bl,TOL_minimum_moves4_bl,TOL_total_bl,land_ownership_bl,water_treatment_bl,water_treatment_frequency_bl,chlorinelastmonth_bl,treatment_actual,children_rec,education_rec,village_id,treatment,treatment0,treatment1,treatment2,treatment3,employed,married,age,BADS_RT1_end,BADS_RT2_end,BADS_RT3_end,BADS_RT4_end,BADS_RT5_end,BADS_RT6_end,BADS_RT7_end,BADS_RT8_end,BADS_RT9_end,BADS_response1_end,BADS_response2_end,BADS_response3_end,BADS_response4_end,BADS_response5_end,BADS_response6_end,BADS_response7_end,BADS_response8_end,BADS_response9_end,water_treatment_end,water_treatment_frequency_end,chlorinelastmonth_end,TOL_move_count1_end,TOL_RT1_end,TOL_move_count2_end,TOL_RT2_end,TOL_move_count3_end,TOL_RT3_end,TOL_move_count4_end,TOL_RT4_end,TOL_pass1_end,TOL_pass2_end,TOL_pass3_end,TOL_pass4_end,TOL_pass_total_end,TOL_total_end,BADS_AC_SS_end,BADS_AV_SS_end,BADS_scale_end,water_treatment_binary_end,work_hrs_daily_end,work_days_perwk_end,earnings_1wk_total_end,chlorine_treatment_end,tcr_end
152394,1,0,4,21.204,4,27.687,2,10.594,10,34.280998,1,2,2,4,20,Yes,Chlorine,Always,Yes,2,0,Secondary,62,2,0,0,1,0,0,1,23,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
152395,1,1,1,13.469,7,326.28101,2,45.687,7,82.140999,1,2,2,4,17,Yes,Chlorine,Always,Yes,1,5,Primary,62,1,0,1,0,0,0,1,34,191.187,62.827999,61.265999,71.859001,40.922001,77.671997,45.875,30.375,56.452999,5,5,5,5,5,7,7,5,5,Chlorine,Most of the time,Yes,6,45.514999,10,61.655998,10,60.657001,10,142.15601,0,0,0,0,0,36,20,4,24,1,5,4,22000,No,0
152396,1,0,1,11.906,10,32.172001,2,22.047001,10,81.546997,1,2,2,4,23,Yes,Boil,Most of the time,No,3,2,College,62,3,0,0,0,1,1,1,27,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
152425,1,1,1,40.780998,3,19.719,2,14.11,5,32.375,1,2,2,4,11,Yes,Water filter,Most of the time,No,3,1,Primary,63,3,0,0,0,1,1,1,20,317.23401,60.094002,20.938,20.608999,30.422001,16.922001,16.781,22.141001,16.233999,1,5,7,3,1,5,7,1,7,Chlorine,Never,Yes,3,54.562,6,84.889999,2,23.983999,10,54.109001,1,1,1,0,3,21,18,14,32,1,0,0,0,No,0
152426,1,1,1,28.406,10,134.98399,3,102.954,10,193.093,1,2,2,4,24,Yes,Chlorine,Always,Yes,1,1,Secondary,63,1,0,1,0,0,0,1,25,230.15601,39.75,32.344002,39.077999,25.093,20.829,8.9680004,10.438,67.5,3,5,7,3,5,7,5,3,5,Chlorine,Most of the time,Yes,1,12.937,10,81.514999,2,1244.016,10,81.953003,1,0,1,0,2,23,20,10,30,1,0,0,0,No,0
152427,0,1,,,,,,,,,,,,,,,,,,,1,Secondary,63,0,1,0,0,0,1,1,20,296.76501,47.125,8.2189999,37.063,30.562,18.813,18.218,21.360001,13.437,1,7,3,1,5,5,7,5,5,Chlorine,Always,Yes,2,12.359,10,48.047001,2,11.859,9,57.389999,1,0,1,1,3,23,16,10,26,1,4,5,295,No,1
152428,0,1,,,,,,,,,,,,,,,,,,,3,Secondary,63,0,1,0,0,0,0,1,25,329.40601,24.656,16.110001,18.047001,16.093,45.672001,23.172001,17.172001,12.75,1,3,7,3,3,7,3,7,5,Chlorine,Always,Yes,4,41.389999,2,38.610001,10,74.188004,10,63,1,1,0,0,2,26,16,10,26,1,0,0,0,Yes,1
152429,0,1,,,,,,,,,,,,,,,,,,,4,Secondary,63,0,1,0,0,0,1,1,23,174.765,32.390999,16.202999,3.4690001,20.452999,22.422001,42.109001,25.469,15.094,3,7,7,6,7,6,6,6,3,Stand and settle,Always,Yes,4,85.860001,10,38.655998,5,48.969002,10,99.140999,1,0,1,0,2,29,25,7,32,1,0,0,0,No,1
152430,1,1,6,260.71899,10,103.031,6,32.437,10,131.35899,1,2,2,4,32,Yes,Chlorine,Occasionally,Yes,2,3,Secondary,63,2,0,0,1,0,1,1,28,225.297,14.656,22.813,13.25,20.812,13.438,49.234001,36.577999,27.782,5,5,3,3,1,5,7,1,6,Boil,Most of the time,No,1,33.859001,10,37.530998,5,22.922001,10,108.562,1,0,1,0,2,26,13,10,23,1,6,6,0,No,0
152431,1,1,2,12.36,10,144,3,20.297001,10,219.188,1,2,2,4,25,Yes,Do not treat,Occasionally,No,3,5,Secondary,63,3,0,0,0,1,1,1,33,644.78101,33.594002,45.219002,26.297001,45.452999,84.078003,36.265999,31.296,19.282,3,3,7,7,7,7,5,1,7,Chlorine,Always,Yes,1,9.25,10,85.718002,2,21.781,10,125.843,1,0,1,0,2,23,26,12,38,1,0,0,0,Yes,1
152432,1,1,1,29.108999,10,96.796997,3,272.172,10,273.828,1,2,2,4,24,No,Boil,Always,No,1,2,Secondary,63,1,0,1,0,0,0,1,26,264.76599,46.484001,25.766001,26.281,32.452999,25.532,24.797001,38.405998,15.812,1,1,6,7,5,5,3,1,7,Chlorine,Most of the time,Yes,1,9.4219999,4,33.375,2,21.202999,7,60.234001,1,1,1,1,4,14,21,18,39,1,0,0,0,No,0
152433,1,1,6,50.907001,10,179.75,10,131.422,10,632.76599,1,2,2,4,36,Yes,Chlorine,Always,Yes,1,3,Primary,63,1,0,1,0,0,1,1,29,139.23399,28.562,35.735001,29.625,26.031,31.875,29.156,26.657,14.593,3,5,3,7,5,5,7,1,5,Chlorine,Most of the time,Yes,2,22.889999,2,52.547001,3,36.469002,10,196.563,1,1,1,0,3,17,20,12,32,1,2,7,600,No,0
152434,0,1,,,,,,,,,,,,,,,,,,,6,None,63,0,1,0,0,0,1,1,34,202.438,92.765999,13.781,44.077999,17.141001,22.968,17.438,16.906,14.406,4,3,5,7,6,7,6,5,5,Chlorine,Always,Yes,1,23.375,10,336.28101,8,188.03101,10,187.60899,1,0,1,0,2,29,21,6,27,1,0,0,0,No,0
152435,1,0,1,19.858999,3,27.531,6,81.719002,10,109.532,1,2,2,4,20,Yes,Boil,Always,Yes,2,2,Primary,63,2,0,0,1,0,1,1,29,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
152436,1,1,2,26.312,10,256.07901,2,33.577999,4,123,1,2,2,4,18,Yes,Chlorine,Never,No,1,4,Primary,63,1,0,1,0,0,1,1,29,137.98399,48.844002,24.702999,24.562,33.094002,21.781,28.969,52.655998,10.813,3,4,7,7,3,7,5,7,3,Stand and settle,Always,No,1,22.906,2,47.047001,2,39.655998,10,167.062,1,1,1,0,3,15,19,6,25,1,0,0,0,No,0
152437,0,1,,,,,,,,,,,,,,,,,,,5,Primary,63,0,1,0,0,0,0,1,34,256.98401,42.938,13.594,22.406,40.422001,16.562,21.407,26.202999,13.343,5,7,3,7,7,5,3,5,5,Chlorine,Always,Yes,1,23.266001,4,86.296997,2,92.046997,10,218.59399,1,1,1,0,3,17,24,10,34,1,0,0,0,No,0
152438,1,1,1,26.625,6,224.312,2,59.812,8,179.422,1,2,2,4,17,Yes,Chlorine,Always,Yes,2,3,Secondary,19,2,0,0,1,0,0,1,33,213.03101,138.11,50.905998,40.094002,126.953,43.327999,65.359001,95.546997,41.297001,7,3,5,3,5,7,7,7,7,Chlorine,Most of the time,Yes,1,152.375,3,52.952999,4,90.171997,10,166.688,1,1,1,0,3,18,18,0,18,1,0,0,0,No,0
152439,1,1,3,88.468002,10,191.89101,3,40.905998,10,349.422,1,2,2,4,26,Yes,Do not treat,Never,No,2,2,Primary,19,2,0,0,1,0,0,1,23,123.797,132.235,74.875,43.327999,35.922001,36.202999,54.717999,85.921997,16.844,1,5,1,3,3,7,5,1,5,Chlorine,Most of the time,Yes,2,11.422,10,344.672,2,13.329,7,76.905998,1,0,1,1,3,21,12,14,26,1,3,6,0,Yes,1
152440,1,1,1,24.75,4,75.813004,6,273.71899,10,148.172,1,2,2,4,21,Yes,Water filter,Always,No,1,7,Primary,19,1,0,1,0,0,0,1,30,232.515,182.34399,33.313,45.812,31.266001,29.389999,70.469002,10.672,25.875,3,3,5,5,3,7,1,7,3,Stand and settle,Always,Yes,1,14.359,2,130.01601,2,274.26599,5,137.907,1,1,1,1,4,10,14,10,24,1,0,0,0,No,0
152441,0,1,,,,,,,,,,,,,,,,,,,4,Secondary,19,0,1,0,0,0,1,1,30,271.203,23.452999,24.672001,58.765999,15.672,32.639999,11.985,33.842999,23.829,4,5,7,7,7,5,1,5,7,Chlorine,Always,Yes,1,90.436996,10,54.889999,10,109.391,10,150.59399,1,0,0,0,1,31,28,13,41,1,3,6,1500,Yes,1
152442,1,0,4,100.907,10,303.64099,4,261.06299,5,84.485001,1,2,2,4,23,Yes,Chlorine,Never,Yes,3,4,Primary,19,3,0,0,0,1,0,1,29,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
152443,1,1,3,156.547,8,216.157,4,45.405998,4,64.688004,1,2,2,4,19,Yes,Chlorine,Most of the time,Yes,1,5,Primary,19,1,0,1,0,0,0,1,29,237.23399,118.485,50.764999,63.875,12.469,12.047,16.016001,11.109,11.953,6,7,5,3,5,7,1,5,5,Chlorine,Most of the time,Yes,1,13.515,2,28.608999,2,15.531,6,118.813,1,1,1,1,4,11,20,9,29,1,4,6,250,Yes,0
152445,1,1,1,8.7349997,5,51.235001,3,11.407,4,70.890999,1,2,2,4,13,Yes,Do not treat,Most of the time,Yes,2,6,Primary,19,2,0,0,1,0,0,1,33,227.23399,147.578,48.452999,80.875,16.985001,23.077999,14.125,31.218,4.1719999,3,3,7,3,7,5,5,5,3,Strain through cloth,Most of the time,No,1,46.640999,3,26.781,2,12,10,138.14101,1,1,1,0,3,16,18,10,28,1,5,3,700,No,0
152446,1,1,1,13.156,10,37.484001,2,13.547,7,38.157001,1,2,2,4,20,No,Water filter,Most of the time,Yes,1,4,Primary,19,1,0,1,0,0,0,1,30,197.235,22.202999,32.25,20.672001,33,20.844,76.563004,23.827999,13.531,5,3,5,5,5,3,7,3,5,Stand and settle,Always,No,1,11.953,10,38,3,19.327999,10,56.952999,1,0,1,0,2,24,18,10,28,1,0,0,0,No,0
152447,0,0,,,,,,,,,,,,,,,,,,,1,Primary,11,0,1,0,0,0,0,1,21,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
152448,0,0,,,,,,,,,,,,,,,,,,,2,Secondary,11,2,0,0,1,0,1,1,25,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
152449,0,0,,,,,,,,,,,,,,,,,,,3,Secondary,11,2,0,0,1,0,0,1,29,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
152450,0,0,,,,,,,,,,,,,,,,,,,1,Secondary,11,0,1,0,0,0,0,1,24,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
152451,0,0,,,,,,,,,,,,,,,,,,,0,Secondary,11,3,0,0,0,1,0,0,22,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
152452,0,0,,,,,,,,,,,,,,,,,,,2,Primary,11,1,0,1,0,0,0,0,25,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
152453,0,1,,,,,,,,,,,,,,,,,,,0,Secondary,11,3,0,0,0,1,0,1,22,39.797001,10.547,11.969,12.687,24.688,9.1870003,6.25,7.625,5.6719999,3,2,3,3,5,7,5,5,5,Chlorine,Occasionally,Yes,6,33.469002,10,146.09399,10,128.938,9,50.219002,0,0,0,1,1,35,13,8,21,1,0,0,0,No,1
152454,0,1,,,,,,,,,,,,,,,,,,,3,Primary,11,0,1,0,0,0,0,1,26,337.625,35.938,82.890999,98.453003,57.577999,56.547001,110.422,54.842999,35.047001,7,7,7,7,5,7,1,3,6,Stand and settle,Always,No,3,40.014999,3,51.577999,2,19.266001,10,325.06299,1,1,1,0,3,18,27,10,37,1,0,0,0,Yes,1
152455,0,1,,,,,,,,,,,,,,,,,,,3,Primary,11,0,1,0,0,0,0,0,26,490.953,199.265,182.063,29.202999,7.3130002,9.5930004,12.594,7.7189999,32.030998,6,3,1,1,1,1,3,3,1,Stand and settle,Always,Yes,1,9.1090002,3,25.218,2,42.375,10,100.968,1,1,1,0,3,16,2,15,17,1,0,0,0,No,1
152456,1,1,1,27.297001,10,94.125,2,69.625,10,346.75,1,2,2,4,23,No,Do not treat,Never,No,3,3,Primary,11,3,0,0,0,1,1,1,33,104.5,48.813,35.062,21.702999,31.688,44.405998,23.766001,32.625,64.859001,5,3,3,3,3,3,7,3,7,Chlorine,Always,Yes,1,15.875,6,147.125,9,287.34399,10,194.922,1,1,1,0,3,26,14,10,24,1,0,0,0,Yes,0
152457,1,1,2,123.593,10,278.39099,2,66.844002,7,125.797,1,2,2,4,21,Yes,Chlorine,Most of the time,No,2,4,Primary,11,2,0,0,1,0,0,1,29,260.453,161.313,33.172001,99.219002,67.609001,40,111.984,58,36.938,5,5,2,7,7,2,3,7,5,Stand and settle,Always,No,1,26.233999,9,243.782,2,29.204,10,82.203003,1,1,1,0,3,22,21,11,32,1,0,0,0,Yes,1
152458,0,1,,,,,,,,,,,,,,,,,,,0,Primary,13,0,1,0,0,0,0,1,28,159.76601,40.125,22.014999,36.577999,17.454,27.077999,15.781,71.594002,23.389999,1,7,5,5,7,1,5,3,5,Chlorine,Always,Yes,1,18.532,10,114.609,2,116.141,5,98,1,0,1,1,3,18,24,18,42,1,3,6,350,No,0
152459,1,1,1,26.547001,10,54.110001,2,13.141,6,63.780998,1,2,2,4,19,Yes,Chlorine,Most of the time,Yes,3,2,Primary,13,3,0,0,0,1,0,1,25,73.171997,31.563,17.281,12.406,16.063,12.562,11.813,17.344,6.6869998,7,7,5,7,7,7,7,7,7,Chlorine,Most of the time,Yes,1,12.172,3,23.781,2,18.202999,4,40.547001,1,1,1,1,4,10,28,0,28,1,3,7,2000,,
152460,0,1,,,,,,,,,,,,,,,,,,,4,Primary,13,0,1,0,0,0,0,0,30,78.203003,73.484001,10,30.375,20.5,15.031,14.438,12.172,11.484,5,5,3,7,7,3,7,5,5,Boil,Most of the time,No,1,9.75,4,27.922001,2,9.625,7,48.140999,1,1,1,1,4,14,22,8,30,1,6,3,0,,
152461,0,1,,,,,,,,,,,,,,,,,,,5,Primary,13,0,1,0,0,0,1,1,30,207.625,35.109001,18.281,15.922,22.202999,23.327999,17.141001,36.109001,108.563,7,3,7,5,7,5,5,7,7,Chlorine,Always,Yes,6,73.561996,10,46.125,2,64.295998,10,170.35899,0,0,1,0,1,28,24,4,28,1,0,6,3,,
152462,0,1,,,,,,,,,,,,,,,,,,,1,Secondary,13,0,1,0,0,0,1,0,25,208.828,36.547001,17.781,14.453,22.610001,24.093,10.344,27.25,7.25,1,5,5,7,7,5,7,7,7,Chlorine,Most of the time,Yes,2,46.890999,10,133.32899,2,50.187,4,40,1,0,1,1,3,18,26,8,34,1,0,0,0,No,0
152463,1,1,1,20.391001,10,310.35999,9,336.375,10,184.39101,1,2,2,4,30,Yes,Chlorine,Most of the time,Yes,3,1,Primary,13,3,0,0,0,1,0,1,19,107.391,16.733999,15.125,18.063,22.327999,21.422001,16.889999,21.938,13.672,3,3,3,3,3,3,5,5,5,Stand and settle,Always,No,1,14.282,7,29.577999,2,9.0629997,10,46.844002,1,1,1,0,3,20,12,12,24,1,0,0,0,No,0
152464,0,1,,,,,,,,,,,,,,,,,,,0,Primary,13,1,0,1,0,0,0,1,19,372.93799,21.858999,35.265999,19.687,32.702999,38.235001,55.359001,15.781,22.219,5,5,5,3,3,3,7,3,1,Chlorine,Always,Yes,4,55.655998,10,42.812,3,17.610001,7,162.078,1,0,1,1,3,24,12,10,22,1,0,0,0,No,0
152465,1,1,1,10.766,10,313.625,3,29.641001,7,124.078,1,2,2,4,21,No,Chlorine,Always,No,3,1,Primary,13,3,0,0,0,1,0,0,21,184.828,50.719002,18.594,141.25,18.937,20.360001,9.8280001,10.766,3.8429999,3,3,3,3,5,5,5,5,5,Stand and settle,Always,Yes,1,12.734,10,62.155998,8,56.375,10,127.235,1,0,1,0,2,29,14,10,24,1,6,6,300,No,0
152466,1,1,1,2.7969999,2,22.235001,2,26.422001,10,280.21899,1,2,2,4,15,No,Boil,Most of the time,Yes,3,3,Primary,13,3,0,0,0,1,0,1,25,69.453003,9.5469999,9.9069996,16.514999,11.344,12.734,12.078,36.969002,15.813,1,7,1,3,7,5,7,2,5,Stand and settle,Always,Yes,2,13.594,4,12.672,2,5.9060001,4,6.2659998,1,1,1,1,4,12,18,13,31,1,0,0,0,Yes,1
152467,0,1,,,,,,,,,,,,,,,,,,,4,Secondary,13,0,1,0,0,0,1,1,30,178.23399,37.515999,15.593,24.266001,30.5,17.844,71.186996,26.610001,17.375,5,7,3,1,5,7,7,5,1,Chlorine,Always,Yes,1,36,5,63.077999,4,47.265999,10,87.671997,1,1,1,0,3,20,12,4,16,1,0,0,0,Yes,1
152468,0,0,,,,,,,,,,,,,,,,,,,6,Primary,13,1,0,1,0,0,0,1,32,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
152469,0,1,,,,,,,,,,,,,,,,,,,3,Primary,13,0,1,0,0,0,1,1,27,244.328,17.891001,20.719,20.389999,22.844,17.610001,14.203,17.672001,5.5149999,7,1,3,5,7,1,3,7,7,Chlorine,Always,Yes,6,31.469,9,182.25,2,14.859,10,113.797,0,1,1,0,2,27,18,10,28,1,4,6,500,No,0
152470,1,1,1,10.64,6,122.016,2,14.218,8,112.39,1,2,2,4,17,Yes,Stand and settle,Never,No,3,4,Primary,13,3,0,0,0,1,0,0,31,295.90701,20.75,40.125,74.889999,52.672001,15.906,400.84399,155.188,13.109,5,3,4,5,4,5,5,1,5,Stand and settle,Always,No,2,28.952999,10,67.375,5,36.139999,7,76.875,1,0,1,1,3,24,16,12,28,1,0,0,0,No,0
152471,1,1,1,21.891001,10,83.530998,2,22.797001,7,108.61,1,2,2,4,20,Yes,Chlorine,Most of the time,Yes,2,4,Primary,13,2,0,0,1,0,0,1,27,238.657,23.483999,33.577999,16.344,35.734001,35.375,58.875,17.077999,28.375,3,7,7,5,7,3,3,7,7,Boil,Always,No,2,8.125,10,98.25,2,24.608999,10,154.26601,1,0,1,0,2,24,28,12,40,1,3,4,5,Yes,1
152472,1,1,1,32.014999,2,29.329,2,21.062,4,29.764999,1,2,2,4,9,Yes,Chlorine,Always,No,3,4,Secondary,13,3,0,0,0,1,1,0,29,342.84399,26.516001,30.875,17.608999,37.813,28.062,62.390999,24.75,17.139999,3,5,5,5,5,5,5,5,5,Chlorine,Always,Yes,1,20.764999,3,15.969,2,24.969,8,167.35899,1,1,1,1,4,14,20,10,30,1,8,6,1450,Yes,1
152473,1,1,1,22.172001,10,131.34399,2,86.204002,10,236.34399,1,2,2,4,23,Yes,Strain through cloth,Occasionally,No,1,5,Primary,37,1,0,1,0,0,1,1,35,151.672,36,29.141001,213.687,24.452999,55.703999,25.218,8.5,68.469002,6,3,7,3,5,3,3,6,2,Boil,Never,No,1,22.25,2,105.641,2,19.843,10,134.937,1,1,1,0,3,15,15,10,25,1,0,0,0,Yes,1
152474,1,1,6,151.5,5,130.672,2,138.35899,10,161.48399,1,2,2,4,23,Yes,Chlorine,Never,Yes,2,2,Primary,37,2,0,0,1,0,1,1,22,241.48399,26.75,27.844,40.217999,162.20399,24.764999,19.797001,30.858999,131.89101,1,3,1,5,1,3,1,1,5,Chlorine,Occasionally,No,5,102.141,10,333.797,2,38.797001,7,131.172,1,0,1,1,3,24,10,22,32,1,0,0,0,No,1
152475,0,1,,,,,,,,,,,,,,,,,,,5,Primary,37,3,0,0,0,1,1,1,28,391.73401,21.625,44.405998,19.25,9.1719999,26.672001,7.7969999,3.6719999,3.5780001,5,5,3,7,1,7,5,3,1,Stand and settle,Always,Yes,4,12.844,10,51.390999,10,51.655998,10,196.297,1,0,0,0,1,34,12,8,20,1,3,6,750,No,1
152476,1,1,2,18.327999,10,183.187,3,26.327999,6,87.328003,1,2,2,4,21,Yes,Water filter,Most of the time,Yes,2,4,Primary,37,2,0,0,1,0,1,1,29,121.734,70.938004,21.093,28.110001,18.514999,15.313,22.625,6.0149999,10.844,5,5,5,7,5,7,5,7,7,Chlorine,Always,Yes,1,9.7650003,3,26.906,2,16.204,10,209.343,1,1,1,0,3,16,24,4,28,1,4,6,400,No,0
152477,0,0,,,,,,,,,,,,,,,,,,,1,Secondary,37,2,0,0,1,0,1,1,24,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
152478,1,1,1,19.266001,10,194.813,2,20.516001,6,81.203003,1,2,2,4,19,Yes,Chlorine,Occasionally,Yes,3,4,Secondary,37,3,0,0,0,1,1,1,28,223.48399,55.937,19.329,62.405998,22.812,44.390999,25.125,49.405998,20.094,3,3,5,3,7,7,7,7,5,Chlorine,Occasionally,Yes,1,18.266001,2,14.359,2,12.156,10,139.407,1,1,1,0,3,15,18,4,22,1,0,0,0,No,1
152479,1,1,1,31.639999,3,51.688,10,403.875,4,81.561996,1,2,2,4,18,Yes,Water filter,Occasionally,Yes,1,3,Primary,37,1,0,1,0,0,1,1,24,125.719,17.25,12.594,26.843,13.032,13.953,15.203,18.577999,11.172,1,5,3,3,1,7,5,7,5,Chlorine,Occasionally,Yes,6,80.203003,10,65.734001,3,85.561996,8,117.172,0,0,1,1,2,27,12,8,20,1,7,6,300,No,0
152480,1,1,,239.10899,,144.422,3,40.967999,5,274.547,1,2,2,4,8,Yes,Boil,Occasionally,Yes,1,3,Primary,37,1,0,1,0,0,1,1,33,89.594002,25.125,13.328,16.063,9.8590002,8.5629997,17.608999,54.484001,10.36,5,7,7,7,5,7,7,7,7,Boil,Occasionally,No,1,9.5939999,2,10.766,2,9.5620003,7,44.610001,1,1,1,1,4,12,28,2,30,1,0,0,0,No,1
152481,0,0,,,,,,,,,,,,,,,,,,,5,Primary,37,0,1,0,0,0,1,1,33,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
152482,1,0,1,72.094002,9,256.51599,4,145.765,10,127.047,1,2,2,4,24,Yes,Strain through cloth,Always,Yes,1,5,Primary,37,1,0,1,0,0,1,1,33,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
152483,0,1,,,,,,,,,,,,,,,,,,,2,Secondary,37,1,0,1,0,0,1,1,21,14.64,3.2190001,7.625,19.031,192.39101,22.422001,27.702999,36.702999,113.016,3,3,6,3,3,3,3,3,3,Strain through cloth,Occasionally,No,2,20.062,2,32.437,2,30.437,5,149,1,1,1,1,4,11,13,16,29,1,0,0,0,Yes,1
152484,1,1,1,61.657001,10,170.60899,2,22.610001,5,116.86,1,2,2,4,18,Yes,Chlorine,Always,Yes,1,5,Primary,37,1,0,1,0,0,1,1,33,275.85999,42.952999,10.593,19.157,12.14,13.969,15.031,29.266001,2.484,3,2,3,3,5,3,3,3,3,Chlorine,Most of the time,Yes,1,12.297,4,23.827999,10,69.781998,10,45.110001,1,1,0,0,2,25,11,16,27,1,0,0,0,No,0
152485,1,0,1,15.563,6,82.389999,5,57.094002,10,93.905998,1,2,2,4,22,Yes,Water filter,Most of the time,No,2,1,Secondary,37,2,0,0,1,0,1,1,32,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
152486,1,1,1,25.594,10,105.391,2,21.625,10,63.452999,1,2,2,4,23,Yes,Chlorine,Most of the time,Yes,2,5,Primary,37,2,0,0,1,0,1,1,31,171.64101,19.547001,8.7650003,11.891,24.672001,10.172,10.562,10.828,12.204,7,1,5,7,7,3,7,5,7,Stand and settle,Always,Yes,1,20.063,10,55.860001,2,16.438,6,77.125,1,0,1,1,3,19,22,6,28,1,6,6,400,No,0
152487,0,1,,,,,,,,,,,,,,,,,,,3,Primary,37,0,1,0,0,0,1,1,27,326.73499,41.327999,47.172001,42.342999,20.688,26.514999,25.797001,57.5,12.578,7,3,2,5,7,7,3,5,5,Chlorine,Occasionally,Yes,6,58.562,10,93.953003,2,25.547001,10,196.59399,0,0,1,0,1,28,17,6,23,1,5,9,660,No,1
152488,1,1,2,36.202999,10,108.187,10,71.046997,10,59.157001,1,2,2,4,32,Yes,Chlorine,Always,Yes,3,1,Primary,30,3,0,0,0,1,0,0,18,106.625,122.828,61.875,64.078003,16.422001,16.077999,15.313,13.593,9.9849997,3,5,3,5,5,5,5,5,5,Chlorine,Most of the time,Yes,2,15.641,4,22.531,2,11.938,6,46.609001,1,1,1,1,4,14,18,10,28,1,0,0,0,No,0
152489,0,1,,,,,,,,,,,,,,,,,,,1,Secondary,30,1,0,1,0,0,0,1,24,100.86,26.108999,7.7969999,27.547001,43.592999,14.969,17.297001,12.625,10.578,7,7,7,5,7,5,5,5,7,Boil,Always,Yes,1,16.5,2,33.967999,2,17.531,10,133.10899,1,1,1,0,3,15,28,6,34,1,6,5,1400,No,0
152490,1,1,1,20.657,2,24.733999,2,40.5,10,199.422,1,2,2,4,15,Yes,Chlorine,Most of the time,Yes,1,3,Primary,30,1,0,1,0,0,0,1,33,305.76599,20.187,34.813,29.608999,25.358999,41.047001,56.235001,25.639999,16.702999,3,3,5,5,5,5,5,5,5,Chlorine,Most of the time,Yes,1,18.625,2,46.202999,4,71.735001,10,147.23399,1,1,1,0,3,17,18,10,28,1,0,0,0,Yes,1
152491,1,1,1,25.735001,5,154.53101,2,21.469,10,163.11,1,2,2,4,18,Yes,Chlorine,Most of the time,Yes,2,2,Primary,30,2,0,0,1,0,0,0,21,184.14101,69.280998,16.25,15.75,20.797001,26.108999,10.469,14.562,24.094,1,3,5,7,5,1,3,7,5,Chlorine,Most of the time,Yes,5,155.71899,10,146.21899,2,32.5,10,98.031998,1,0,1,0,2,27,20,16,36,1,,,,Yes,0
152492,1,1,1,50.187,2,14.094,2,20.360001,4,47.922001,1,2,2,4,9,Yes,Water filter,Occasionally,No,2,2,Primary,30,2,0,0,1,0,0,1,20,277.85999,46,82.625,0.219,27.733999,46.405998,46.125,9.5159998,17.906,5,4,6,,1,7,3,6,5,Stand and settle,Always,Yes,1,15.218,10,104.422,2,11.469,10,111.984,1,0,1,0,2,23,12,7,19,1,3,6,0,Yes,1
152493,0,1,,,,,,,,,,,,,,,,,,,3,Primary,30,0,1,0,0,0,1,1,26,361.125,32.734001,29.531,69.656998,33.937,26.969,64.311996,18.110001,37.547001,5,1,1,7,3,7,3,1,7,Chlorine,Always,Yes,2,33,10,116,5,41.842999,10,415.375,1,0,1,0,2,27,14,12,26,1,11,6,0,No,0
152494,0,1,,,,,,,,,,,,,,,,,,,1,Secondary,30,0,1,0,0,0,0,1,21,100.656,23.094,15.015,47.827999,22.125,17.860001,10.203,16.062,8.9379997,3,5,3,3,5,5,5,7,5,Boil,Always,No,1,8.7030001,10,77.375,3,65.610001,10,139.76601,1,0,1,0,2,24,16,8,24,1,0,0,0,No,0
152495,0,1,,,,,,,,,,,,,,,,,,,2,Primary,30,2,0,0,1,0,1,1,23,455.76599,24.202999,22.938,27.5,27.906,27.562,23.875,48.390999,75.280998,1,5,1,1,1,1,1,1,1,Chlorine,Always,No,6,76.234001,8,55.5,5,365.57901,10,414.35999,0,1,1,0,2,29,4,24,28,1,0,0,0,Yes,1
